Item_9516_StoryDesc|时间流转，对星球初生之时的记忆，萝坦已经不大记得清了。
Item_61286_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61281_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61238_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61290_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61240_Desc|用于在「脊刺之握」中进行交换的道具。
Item_66816_Desc|指针轮转不歇，与无回者一同向前。
Item_66778_Desc|指针轮转不歇，与无回者一同向前。
Item_61253_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61294_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61263_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61234_Desc|用于在「脊刺之握」中进行交换的道具。
Item_66763_Desc|指针轮转不歇，与无回者一同向前。
Item_61260_Desc|用于在「脊刺之握」中进行交换的道具。
Item_39400_Desc|用于在「旺达的奇珍宝匣」中进行交换的道具。
Item_61229_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61282_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61279_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61277_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61276_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61225_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61249_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61272_Desc|用于在「脊刺之握」中进行交换的道具。
Item_66781_Desc|指针轮转不歇，与无回者一同向前。
Item_66771_Desc|指针轮转不歇，与无回者一同向前。
Item_66793_Desc|指针轮转不歇，与无回者一同向前。
Item_39390_Desc|用于在「旺达的奇珍宝匣」中进行交换的道具。
Item_66786_Desc|指针轮转不歇，与无回者一同向前。
Item_61266_Desc|用于在「脊刺之握」中进行交换的道具。
Item_61231_Desc|用于在「脊刺之握」中进行交换的道具。
Item_39424_Desc|用于在「旺达的奇珍宝匣」中进行交换的道具。
Item_61257_Desc|用于在「脊刺之握」中进行交换的道具。
Item_66764_Desc|指针轮转不歇，与无回者一同向前。
Item_61230_Desc|用于在「脊刺之握」中进行交换的道具。
Item_9850_StoryDesc|代理院长是弥萨格校园中的异类。
Item_9873_StoryDesc|他被大公指名成为骑士时，仅在世界上见证了七个四季。
Item_9689_StoryDesc|「撤退，撤退！」
Item_44945_Desc|用于在「义卖现场」中进行交换的道具。
Item_47299_Desc|用于在「人格解析」中进行交换的道具。
Item_47278_Desc|用于在「人格解析」中进行交换的道具。
Item_47292_Desc|用于在「人格解析」中进行交换的道具。
Item_47263_Desc|用于在「人格解析」中进行交换的道具。
Item_47246_Desc|用于在「人格解析」中进行交换的道具。
Item_44937_Desc|用于在「义卖现场」中进行交换的道具。
Item_44944_Desc|用于在「义卖现场」中进行交换的道具。
Item_47289_Desc|用于在「人格解析」中进行交换的道具。
Item_44949_Desc|用于在「义卖现场」中进行交换的道具。
Item_44939_Desc|用于在「义卖现场」中进行交换的道具。
Item_47269_Desc|用于在「人格解析」中进行交换的道具。
Item_47279_Desc|用于在「人格解析」中进行交换的道具。
Item_44962_Desc|用于在「义卖现场」中进行交换的道具。
Item_47280_Desc|用于在「人格解析」中进行交换的道具。
Item_44959_Desc|用于在「义卖现场」中进行交换的道具。
Item_47282_Desc|用于在「人格解析」中进行交换的道具。
Item_47286_Desc|用于在「人格解析」中进行交换的道具。
Item_47297_Desc|用于在「人格解析」中进行交换的道具。
Item_44952_Desc|用于在「义卖现场」中进行交换的道具。
Item_44943_Desc|用于在「义卖现场」中进行交换的道具。
Item_47259_Desc|用于在「人格解析」中进行交换的道具。
Item_44934_Desc|用于在「义卖现场」中进行交换的道具。
Item_44931_Desc|用于在「义卖现场」中进行交换的道具。
Item_44940_Desc|用于在「义卖现场」中进行交换的道具。
Item_47261_Desc|用于在「人格解析」中进行交换的道具。
Item_44961_Desc|用于在「义卖现场」中进行交换的道具。
Item_44958_Desc|用于在「义卖现场」中进行交换的道具。
Item_44930_Desc|用于在「义卖现场」中进行交换的道具。
Item_47253_Desc|用于在「人格解析」中进行交换的道具。
Item_44957_Desc|用于在「义卖现场」中进行交换的道具。
Item_47251_Desc|用于在「人格解析」中进行交换的道具。
Item_47272_Desc|用于在「人格解析」中进行交换的道具。
Item_49639_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_44956_Desc|用于在「义卖现场」中进行交换的道具。
Item_44932_Desc|用于在「义卖现场」中进行交换的道具。
Item_47260_Desc|用于在「人格解析」中进行交换的道具。
Item_47244_Desc|用于在「人格解析」中进行交换的道具。
Item_49642_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_44960_Desc|用于在「义卖现场」中进行交换的道具。
Item_47234_Desc|用于在「人格解析」中进行交换的道具。
Item_49641_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_49640_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_49643_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_70147_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_49660_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_47290_Desc|用于在「人格解析」中进行交换的道具。
Item_44929_Desc|用于在「义卖现场」中进行交换的道具。
Item_47281_Desc|用于在「人格解析」中进行交换的道具。
Item_44928_Desc|用于在「义卖现场」中进行交换的道具。
Item_47298_Desc|用于在「人格解析」中进行交换的道具。
Item_44950_Desc|用于在「义卖现场」中进行交换的道具。
Item_47252_Desc|用于在「人格解析」中进行交换的道具。
Item_49653_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_44942_Desc|用于在「义卖现场」中进行交换的道具。
Item_44955_Desc|用于在「义卖现场」中进行交换的道具。
Item_47239_Desc|用于在「人格解析」中进行交换的道具。
Item_47242_Desc|用于在「人格解析」中进行交换的道具。
Item_44938_Desc|用于在「义卖现场」中进行交换的道具。
Item_47303_Desc|用于在「人格解析」中进行交换的道具。
Item_47291_Desc|用于在「人格解析」中进行交换的道具。
Item_44954_Desc|用于在「义卖现场」中进行交换的道具。
Item_44951_Desc|用于在「义卖现场」中进行交换的道具。
Item_44941_Desc|用于在「义卖现场」中进行交换的道具。
Item_49674_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_49668_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_49650_Desc|用于在「欲孽滋生」中进行交换的道具。
Item_39403_Desc|用于在「旺达的奇珍宝匣」中进行交换的道具。
Item_39451_Desc|用于在「旺达的奇珍宝匣」中进行交换的道具。
Item_123478_Name|永不褪色的昨天：萨尔瓦多
Item_123483_Name|永不褪色的昨天：血链·希洛
Item_129898_Name|永不褪色的昨天：杜勒赛因
Item_97366_Name|永不褪色的昨天：拉蒙娜
Item_78775_Name|以银钥之名：诞妄·墨菲
Item_132448_Name|永不褪色的昨天：弥丽亚姆
Item_120964_Name|典藏邮票：环行·拉蒙娜
Item_123482_Name|永不褪色的昨天：尤乌哈希
Item_72905_Name|以银钥之名：阿利斯泰尔
Item_97400_Name|永不褪色的昨天：潘狄娅
Item_123485_Name|永不褪色的昨天：阿格里帕
Item_78760_StoryDesc|本源沉睡之主玩法活动
Item_72937_Desc|「新闻，新闻，哪里有大新闻？」
Item_97350_Name|呆呆档案照：血链·希洛
Item_78760_Name|以银钥之名：本源沉睡之主
Item_123757_Name|永不褪色的昨天：菲茵特
Item_97363_Name|永不褪色的昨天：「24」
Item_97418_Name|永不褪色的昨天：诺缔拉
Item_97373_Name|永不褪色的昨天：宁菲亚
Item_132445_Name|永不褪色的昨天：奥瑞塔
Item_123487_Name|永不褪色的昨天：泰旖丝
Item_97360_Name|呆呆档案照：环行·拉蒙娜
Item_96331_Name|永不褪色的昨天：熔毁·朵尔
Item_97422_Name|永不褪色的昨天：环行·拉蒙娜
Item_123481_Name|永不褪色的昨天：艾继丝
Item_97415_Name|永不褪色的昨天：艾尔瓦
Item_97399_Name|永不褪色的昨天：奥吉尔
Item_132447_Name|永不褪色的昨天：法洛斯
Item_132451_Name|永不褪色的昨天：凯刻斯
Item_132446_Name|永不褪色的昨天：戈利亚
Item_97381_Name|以银钥之名：本源汀克特
Item_123484_Name|永不褪色的昨天：索蕾尔
Item_25118_Desc|获得唤醒体「墨菲」后解锁
Item_25113_Desc|获得唤醒体「莱克」后解锁
Item_25120_Desc|获得唤醒体「汀克特」后解锁
Item_25122_Desc|获得唤醒体「奥尔拉」后解锁
Item_25106_Desc|获得唤醒体「希莱斯特」后解锁
Item_25088_Desc|获得唤醒体「艾瑞卡」后解锁
Item_77936_Desc|获得唤醒体「卡斯托尔」后解锁
Item_25117_Desc|获得唤醒体「奥吉尔」后解锁
Item_25121_Desc|获得唤醒体「法洛思」后解锁
Item_25090_Desc|获得唤醒体「温柯尔」后解锁
Item_77941_Desc|获得唤醒体「波吕克斯」后解锁
Item_54104_Desc|获得唤醒体「哈姆林」后解锁
Item_25102_Desc|获得唤醒体「菲茵特」后解锁
Item_77942_Desc|获得唤醒体「凯蒂古拉」后解锁
Item_130737_Desc|获得唤醒体「莫丝」后解锁
Item_25087_Desc|获得唤醒体「萝坦」后解锁
Item_25098_Desc|获得唤醒体「萨尔瓦多」后解锁
Item_77933_Desc|获得唤醒体「阿拉克涅」后解锁
Item_25104_Desc|获得唤醒体「图鲁」后解锁
Item_130365_Desc|获得唤醒体「诺登斯」后解锁
Item_25103_Desc|获得唤醒体「泰旖丝」后解锁
Item_77945_Desc|获得唤醒体「卡拉布」后解锁
Item_25089_Desc|获得唤醒体「艾继丝」后解锁
Item_54111_Desc|获得唤醒体「塔薇」后解锁
Item_77931_Desc|获得唤醒体「克珀珊特」后解锁
Item_25110_Desc|获得唤醒体「诺缔拉」后解锁
Item_25105_Desc|获得唤醒体「潘狄娅」后解锁
Item_25083_Desc|获得唤醒体「朵尔」后解锁
Item_25112_Desc|获得唤醒体「达芙黛尔」后解锁
Item_25114_Desc|获得唤醒体「艾尔瓦」后解锁
Item_25123_Desc|获得唤醒体「珈伦」后解锁
Item_77940_Desc|获得唤醒体「克莱门汀」后解锁
Item_130550_Name|弥萨格幕间剧：环行·拉蒙娜
Item_25111_Desc|获得唤醒体「弥利亚姆」后解锁
Item_25116_Desc|获得唤醒体「索蕾尔」后解锁
Item_25084_Desc|获得唤醒体「凯刻斯」后解锁
Item_25096_Desc|获得唤醒体「诞妄·墨菲」后解锁
Item_25097_Desc|获得唤醒体「戈利亚」后解锁
Item_25108_Desc|获得唤醒体「尤乌哈希」后解锁
Item_25099_Desc|获得唤醒体「奥瑞塔」后解锁
Item_25115_Desc|获得唤醒体「宁菲亚」后解锁
Item_25124_Desc|获得唤醒体「莉兹」后解锁
Item_25100_Desc|获得唤醒体「旺达」后解锁
Item_25107_Desc|获得唤醒体「詹金」后解锁
Item_77946_Desc|获得唤醒体「皮克曼」后解锁
Item_25093_Desc|获得唤醒体「卡茜亚」后解锁
Item_95675_Desc|获得唤醒体「杜勒赛因」后解锁
Item_25126_Desc|获得唤醒体「雷娅」后解锁
Item_25085_Desc|获得唤醒体「「24」」后解锁
Item_94440_Desc|获得唤醒体「茉夏」后解锁
Item_125171_Desc|获得唤醒体「徐」后解锁
Item_25109_Desc|获得唤醒体「拉蒙娜」后解锁
Item_130071_Desc|获得唤醒体「沙耶」后解锁
Item_25091_Desc|获得唤醒体「希洛」后解锁
Item_25125_Desc|获得唤醒体「阿格里帕」后解锁
Item_122588_Desc|获得唤醒体「本源萝坦」后解锁
Item_130543_Name|弥萨格幕间剧：熔毁·朵尔
Item_25092_Desc|获得唤醒体「环行·拉蒙娜」后解锁
Item_25095_Desc|获得唤醒体「血链·希洛」后解锁
